,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
9793,BG1,SO2,2021-12-02 01:00:00,0.0,ppb,R
9794,BG1,SO2,2021-12-02 02:00:00,0.8,ppb,R
9795,BG1,SO2,2021-12-02 03:00:00,0.8,ppb,R
9796,BG1,SO2,2021-12-02 04:00:00,0.3,ppb,R
9797,BG1,SO2,2021-12-02 05:00:00,0.8,ppb,R
9798,BG1,SO2,2021-12-02 06:00:00,-0.3,ppb,R
9799,BG1,SO2,2021-12-02 07:00:00,0.0,ppb,R
9800,BG1,SO2,2021-12-02 08:00:00,-0.3,ppb,R
9801,BG1,SO2,2021-12-02 09:00:00,-0.3,ppb,R
9802,BG1,SO2,2021-12-02 10:00:00,-0.3,ppb,R
9803,BG1,SO2,2021-12-02 11:00:00,-0.2,ppb,R
9804,BG1,SO2,2021-12-02 12:00:00,-0.2,ppb,R
9805,BG1,SO2,2021-12-02 13:00:00,-0.2,ppb,R
9806,BG1,SO2,2021-12-02 14:00:00,-0.2,ppb,R
9807,BG1,SO2,2021-12-02 15:00:00,-0.2,ppb,R
9808,BG1,SO2,2021-12-02 16:00:00,-0.2,ppb,R
9809,BG1,SO2,2021-12-02 17:00:00,-0.2,ppb,R
9810,BG1,SO2,2021-12-02 18:00:00,-0.2,ppb,R
9811,BG1,SO2,2021-12-02 19:00:00,-0.2,ppb,R
9812,BG1,SO2,2021-12-02 20:00:00,-0.2,ppb,R
9813,BG1,SO2,2021-12-02 21:00:00,-0.2,ppb,R
9814,BG1,SO2,2021-12-02 22:00:00,-0.2,ppb,R
9815,BG1,SO2,2021-12-02 23:00:00,-0.2,ppb,R
9816,BG1,SO2,2021-02-13 00:00:00,,ppb,R
9817,BG1,SO2,2021-02-13 01:00:00,-0.2,ppb,R
9818,BG1,SO2,2021-02-13 02:00:00,-0.2,ppb,R
9819,BG1,SO2,2021-02-13 03:00:00,-0.2,ppb,R
9820,BG1,SO2,2021-02-13 04:00:00,-0.2,ppb,R
9821,BG1,SO2,2021-02-13 05:00:00,-0.2,ppb,R
9822,BG1,SO2,2021-02-13 06:00:00,-0.2,ppb,R
9823,BG1,SO2,2021-02-13 07:00:00,-0.2,ppb,R
9824,BG1,SO2,2021-02-13 08:00:00,-0.2,ppb,R
9825,BG1,SO2,2021-02-13 09:00:00,-0.2,ppb,R
9826,BG1,SO2,2021-02-13 10:00:00,-0.2,ppb,R
9827,BG1,SO2,2021-02-13 11:00:00,-0.2,ppb,R
9828,BG1,SO2,2021-02-13 12:00:00,-0.2,ppb,R
9829,BG1,SO2,2021-02-13 13:00:00,-0.2,ppb,R
9830,BG1,SO2,2021-02-13 14:00:00,-0.2,ppb,R
9831,BG1,SO2,2021-02-13 15:00:00,-0.2,ppb,R
9832,BG1,SO2,2021-02-13 16:00:00,-0.2,ppb,R
9833,BG1,SO2,2021-02-13 17:00:00,-0.2,ppb,R
9834,BG1,SO2,2021-02-13 18:00:00,-0.2,ppb,R
9835,BG1,SO2,2021-02-13 19:00:00,-0.2,ppb,R
9836,BG1,SO2,2021-02-13 20:00:00,-0.2,ppb,R
9837,BG1,SO2,2021-02-13 21:00:00,-0.2,ppb,R
9838,BG1,SO2,2021-02-13 22:00:00,-0.2,ppb,R
9839,BG1,SO2,2021-02-13 23:00:00,-0.2,ppb,R
9840,BG1,SO2,2021-02-14 00:00:00,,ppb,R
9841,BG1,SO2,2021-02-14 01:00:00,-0.2,ppb,R
9842,BG1,SO2,2021-02-14 02:00:00,-0.2,ppb,R
9843,BG1,SO2,2021-02-14 03:00:00,-0.2,ppb,R
9844,BG1,SO2,2021-02-14 04:00:00,-0.2,ppb,R
9845,BG1,SO2,2021-02-14 05:00:00,-0.2,ppb,R
9846,BG1,SO2,2021-02-14 06:00:00,-0.2,ppb,R
9847,BG1,SO2,2021-02-14 07:00:00,-0.2,ppb,R
9848,BG1,SO2,2021-02-14 08:00:00,-0.2,ppb,R
9849,BG1,SO2,2021-02-14 09:00:00,-0.2,ppb,R
9850,BG1,SO2,2021-02-14 10:00:00,-0.2,ppb,R
9851,BG1,SO2,2021-02-14 11:00:00,-0.2,ppb,R
9852,BG1,SO2,2021-02-14 12:00:00,-0.2,ppb,R
9853,BG1,SO2,2021-02-14 13:00:00,0.1,ppb,R
9854,BG1,SO2,2021-02-14 14:00:00,0.4,ppb,R
9855,BG1,SO2,2021-02-14 15:00:00,0.7,ppb,R
9856,BG1,SO2,2021-02-14 16:00:00,1.0,ppb,R
9857,BG1,SO2,2021-02-14 17:00:00,1.0,ppb,R
9858,BG1,SO2,2021-02-14 18:00:00,1.0,ppb,R
9859,BG1,SO2,2021-02-14 19:00:00,0.1,ppb,R
9860,BG1,SO2,2021-02-14 20:00:00,1.0,ppb,R
9861,BG1,SO2,2021-02-14 21:00:00,1.0,ppb,R
9862,BG1,SO2,2021-02-14 22:00:00,1.0,ppb,R
9863,BG1,SO2,2021-02-14 23:00:00,1.0,ppb,R
9864,BG1,SO2,2021-02-15 00:00:00,,ppb,R
9865,BG1,SO2,2021-02-15 01:00:00,0.7,ppb,R
9866,BG1,SO2,2021-02-15 02:00:00,1.0,ppb,R
9867,BG1,SO2,2021-02-15 03:00:00,1.0,ppb,R
9868,BG1,SO2,2021-02-15 04:00:00,1.0,ppb,R
9869,BG1,SO2,2021-02-15 05:00:00,1.0,ppb,R
9870,BG1,SO2,2021-02-15 06:00:00,1.0,ppb,R
9871,BG1,SO2,2021-02-15 07:00:00,1.0,ppb,R
9872,BG1,SO2,2021-02-15 08:00:00,1.0,ppb,R
9873,BG1,SO2,2021-02-15 09:00:00,1.0,ppb,R
9874,BG1,SO2,2021-02-15 10:00:00,1.0,ppb,R
9875,BG1,SO2,2021-02-15 11:00:00,1.0,ppb,R
9876,BG1,SO2,2021-02-15 12:00:00,1.0,ppb,R
9877,BG1,SO2,2021-02-15 13:00:00,1.0,ppb,R
9878,BG1,SO2,2021-02-15 14:00:00,1.0,ppb,R
9879,BG1,SO2,2021-02-15 15:00:00,1.0,ppb,R
9880,BG1,SO2,2021-02-15 16:00:00,1.0,ppb,R
9881,BG1,SO2,2021-02-15 17:00:00,1.0,ppb,R
9882,BG1,SO2,2021-02-15 18:00:00,1.0,ppb,R
9883,BG1,SO2,2021-02-15 19:00:00,1.0,ppb,R
9884,BG1,SO2,2021-02-15 20:00:00,1.0,ppb,R
9885,BG1,SO2,2021-02-15 21:00:00,1.0,ppb,R
9886,BG1,SO2,2021-02-15 22:00:00,1.0,ppb,R
9887,BG1,SO2,2021-02-15 23:00:00,1.0,ppb,R
9888,BG1,SO2,2021-02-16 00:00:00,,ppb,R
9889,BG1,SO2,2021-02-16 01:00:00,1.0,ppb,R
9890,BG1,SO2,2021-02-16 02:00:00,1.0,ppb,R
9891,BG1,SO2,2021-02-16 03:00:00,1.0,ppb,R
9892,BG1,SO2,2021-02-16 04:00:00,1.0,ppb,R
9893,BG1,SO2,2021-02-16 05:00:00,1.0,ppb,R
9894,BG1,SO2,2021-02-16 06:00:00,1.0,ppb,R
9895,BG1,SO2,2021-02-16 07:00:00,2.1,ppb,R
9896,BG1,SO2,2021-02-16 08:00:00,1.0,ppb,R
9897,BG1,SO2,2021-02-16 09:00:00,1.0,ppb,R
9898,BG1,SO2,2021-02-16 10:00:00,1.0,ppb,R
9899,BG1,SO2,2021-02-16 11:00:00,1.3,ppb,R
9900,BG1,SO2,2021-02-16 12:00:00,1.0,ppb,R
9901,BG1,SO2,2021-02-16 13:00:00,1.3,ppb,R
9902,BG1,SO2,2021-02-16 14:00:00,2.1,ppb,R
9903,BG1,SO2,2021-02-16 15:00:00,1.3,ppb,R
9904,BG1,SO2,2021-02-16 16:00:00,1.0,ppb,R
9905,BG1,SO2,2021-02-16 17:00:00,1.9,ppb,R
9906,BG1,SO2,2021-02-16 18:00:00,1.3,ppb,R
9907,BG1,SO2,2021-02-16 19:00:00,1.6,ppb,R
9908,BG1,SO2,2021-02-16 20:00:00,1.0,ppb,R
9909,BG1,SO2,2021-02-16 21:00:00,1.3,ppb,R
9910,BG1,SO2,2021-02-16 22:00:00,1.0,ppb,R
9911,BG1,SO2,2021-02-16 23:00:00,1.0,ppb,R
9912,BG1,SO2,2021-02-17 00:00:00,,ppb,R
9913,BG1,SO2,2021-02-17 01:00:00,1.1,ppb,R
9914,BG1,SO2,2021-02-17 02:00:00,1.1,ppb,R
9915,BG1,SO2,2021-02-17 03:00:00,1.1,ppb,R
9916,BG1,SO2,2021-02-17 04:00:00,1.3,ppb,R
9917,BG1,SO2,2021-02-17 05:00:00,1.1,ppb,R
9918,BG1,SO2,2021-02-17 06:00:00,1.6,ppb,R
9919,BG1,SO2,2021-02-17 07:00:00,1.1,ppb,R
9920,BG1,SO2,2021-02-17 08:00:00,1.1,ppb,R
9921,BG1,SO2,2021-02-17 09:00:00,1.1,ppb,R
9922,BG1,SO2,2021-02-17 10:00:00,1.1,ppb,R
9923,BG1,SO2,2021-02-17 11:00:00,1.1,ppb,R
9924,BG1,SO2,2021-02-17 12:00:00,1.1,ppb,R
9925,BG1,SO2,2021-02-17 13:00:00,1.1,ppb,R
9926,BG1,SO2,2021-02-17 14:00:00,1.1,ppb,R
9927,BG1,SO2,2021-02-17 15:00:00,1.1,ppb,R
9928,BG1,SO2,2021-02-17 16:00:00,1.1,ppb,R
9929,BG1,SO2,2021-02-17 17:00:00,1.1,ppb,R
9930,BG1,SO2,2021-02-17 18:00:00,1.1,ppb,R
9931,BG1,SO2,2021-02-17 19:00:00,1.9,ppb,R
9932,BG1,SO2,2021-02-17 20:00:00,1.1,ppb,R
9933,BG1,SO2,2021-02-17 21:00:00,1.4,ppb,R
9934,BG1,SO2,2021-02-17 22:00:00,1.9,ppb,R
9935,BG1,SO2,2021-02-17 23:00:00,1.9,ppb,R
9936,BG1,SO2,2021-02-18 00:00:00,,ppb,R
9937,BG1,SO2,2021-02-18 01:00:00,1.9,ppb,R
9938,BG1,SO2,2021-02-18 02:00:00,2.2,ppb,R
9939,BG1,SO2,2021-02-18 03:00:00,2.2,ppb,R
9940,BG1,SO2,2021-02-18 04:00:00,,ppb,R
9941,BG1,SO2,2021-02-18 05:00:00,2.2,ppb,R
9942,BG1,SO2,2021-02-18 06:00:00,2.2,ppb,R
9943,BG1,SO2,2021-02-18 07:00:00,2.2,ppb,R
9944,BG1,SO2,2021-02-18 08:00:00,2.2,ppb,R
9945,BG1,SO2,2021-02-18 09:00:00,2.2,ppb,R
9946,BG1,SO2,2021-02-18 10:00:00,2.2,ppb,R
9947,BG1,SO2,2021-02-18 11:00:00,,ppb,R
9948,BG1,SO2,2021-02-18 12:00:00,2.2,ppb,R
9949,BG1,SO2,2021-02-18 13:00:00,2.2,ppb,R
9950,BG1,SO2,2021-02-18 14:00:00,2.2,ppb,R
9951,BG1,SO2,2021-02-18 15:00:00,2.2,ppb,R
9952,BG1,SO2,2021-02-18 16:00:00,2.2,ppb,R
9953,BG1,SO2,2021-02-18 17:00:00,2.2,ppb,R
9954,BG1,SO2,2021-02-18 18:00:00,1.9,ppb,R
9955,BG1,SO2,2021-02-18 19:00:00,2.2,ppb,R
9956,BG1,SO2,2021-02-18 20:00:00,1.7,ppb,R
9957,BG1,SO2,2021-02-18 21:00:00,2.2,ppb,R
9958,BG1,SO2,2021-02-18 22:00:00,1.4,ppb,R
9959,BG1,SO2,2021-02-18 23:00:00,1.6,ppb,R
9960,BG1,SO2,2021-02-19 00:00:00,,ppb,R
9961,BG1,SO2,2021-02-19 01:00:00,1.6,ppb,R
9962,BG1,SO2,2021-02-19 02:00:00,1.6,ppb,R
9963,BG1,SO2,2021-02-19 03:00:00,2.2,ppb,R
9964,BG1,SO2,2021-02-19 04:00:00,2.2,ppb,R
9965,BG1,SO2,2021-02-19 05:00:00,2.2,ppb,R
9966,BG1,SO2,2021-02-19 06:00:00,2.2,ppb,R
9967,BG1,SO2,2021-02-19 07:00:00,2.2,ppb,R
9968,BG1,SO2,2021-02-19 08:00:00,1.9,ppb,R
9969,BG1,SO2,2021-02-19 09:00:00,2.2,ppb,R
9970,BG1,SO2,2021-02-19 10:00:00,1.9,ppb,R
9971,BG1,SO2,2021-02-19 11:00:00,2.2,ppb,R
9972,BG1,SO2,2021-02-19 12:00:00,1.6,ppb,R
9973,BG1,SO2,2021-02-19 13:00:00,1.9,ppb,R
9974,BG1,SO2,2021-02-19 14:00:00,1.6,ppb,R
9975,BG1,SO2,2021-02-19 15:00:00,2.2,ppb,R
9976,BG1,SO2,2021-02-19 16:00:00,2.2,ppb,R
9977,BG1,SO2,2021-02-19 17:00:00,2.2,ppb,R
9978,BG1,SO2,2021-02-19 18:00:00,2.2,ppb,R
9979,BG1,SO2,2021-02-19 19:00:00,2.2,ppb,R
9980,BG1,SO2,2021-02-19 20:00:00,2.2,ppb,R
9981,BG1,SO2,2021-02-19 21:00:00,2.2,ppb,R
9982,BG1,SO2,2021-02-19 22:00:00,2.2,ppb,R
9983,BG1,SO2,2021-02-19 23:00:00,2.2,ppb,R
9984,BG1,SO2,2021-02-20 00:00:00,,ppb,R
9985,BG1,SO2,2021-02-20 01:00:00,2.2,ppb,R
9986,BG1,SO2,2021-02-20 02:00:00,2.2,ppb,R
9987,BG1,SO2,2021-02-20 03:00:00,2.2,ppb,R
9988,BG1,SO2,2021-02-20 04:00:00,2.2,ppb,R
9989,BG1,SO2,2021-02-20 05:00:00,2.1,ppb,R
9990,BG1,SO2,2021-02-20 06:00:00,2.1,ppb,R
9991,BG1,SO2,2021-02-20 07:00:00,2.1,ppb,R
9992,BG1,SO2,2021-02-20 08:00:00,2.1,ppb,R
9993,BG1,SO2,2021-02-20 09:00:00,2.1,ppb,R
9994,BG1,SO2,2021-02-20 10:00:00,2.1,ppb,R
9995,BG1,SO2,2021-02-20 11:00:00,2.1,ppb,R
9996,BG1,SO2,2021-02-20 12:00:00,2.1,ppb,R
9997,BG1,SO2,2021-02-20 13:00:00,2.1,ppb,R
9998,BG1,SO2,2021-02-20 14:00:00,2.1,ppb,R
9999,BG1,SO2,2021-02-20 15:00:00,2.1,ppb,R
10000,BG1,SO2,2021-02-20 16:00:00,2.1,ppb,R
10001,BG1,SO2,2021-02-20 17:00:00,2.1,ppb,R
10002,BG1,SO2,2021-02-20 18:00:00,2.1,ppb,R
10003,BG1,SO2,2021-02-20 19:00:00,2.1,ppb,R
10004,BG1,SO2,2021-02-20 20:00:00,2.1,ppb,R
10005,BG1,SO2,2021-02-20 21:00:00,2.1,ppb,R
10006,BG1,SO2,2021-02-20 22:00:00,2.1,ppb,R
10007,BG1,SO2,2021-02-20 23:00:00,2.1,ppb,R
10008,BG1,SO2,2021-02-21 00:00:00,,ppb,R
10009,BG1,SO2,2021-02-21 01:00:00,2.1,ppb,R
10010,BG1,SO2,2021-02-21 02:00:00,2.1,ppb,R
10011,BG1,SO2,2021-02-21 03:00:00,2.1,ppb,R
10012,BG1,SO2,2021-02-21 04:00:00,2.1,ppb,R
10013,BG1,SO2,2021-02-21 05:00:00,2.1,ppb,R
10014,BG1,SO2,2021-02-21 06:00:00,2.1,ppb,R
10015,BG1,SO2,2021-02-21 07:00:00,2.1,ppb,R
10016,BG1,SO2,2021-02-21 08:00:00,2.1,ppb,R
10017,BG1,SO2,2021-02-21 09:00:00,2.1,ppb,R
10018,BG1,SO2,2021-02-21 10:00:00,2.1,ppb,R
10019,BG1,SO2,2021-02-21 11:00:00,2.1,ppb,R
10020,BG1,SO2,2021-02-21 12:00:00,2.1,ppb,R
10021,BG1,SO2,2021-02-21 13:00:00,2.1,ppb,R
10022,BG1,SO2,2021-02-21 14:00:00,2.1,ppb,R
10023,BG1,SO2,2021-02-21 15:00:00,2.1,ppb,R
10024,BG1,SO2,2021-02-21 16:00:00,2.1,ppb,R
10025,BG1,SO2,2021-02-21 17:00:00,2.1,ppb,R
10026,BG1,SO2,2021-02-21 18:00:00,2.1,ppb,R
10027,BG1,SO2,2021-02-21 19:00:00,2.1,ppb,R
10028,BG1,SO2,2021-02-21 20:00:00,2.1,ppb,R
10029,BG1,SO2,2021-02-21 21:00:00,2.1,ppb,R
10030,BG1,SO2,2021-02-21 22:00:00,2.1,ppb,R
10031,BG1,SO2,2021-02-21 23:00:00,2.1,ppb,R
10032,BG1,SO2,2021-02-22 00:00:00,,ppb,R
10033,BG1,SO2,2021-02-22 01:00:00,2.1,ppb,R
10034,BG1,SO2,2021-02-22 02:00:00,2.1,ppb,R
10035,BG1,SO2,2021-02-22 03:00:00,2.1,ppb,R
10036,BG1,SO2,2021-02-22 04:00:00,2.1,ppb,R
10037,BG1,SO2,2021-02-22 05:00:00,2.1,ppb,R
10038,BG1,SO2,2021-02-22 06:00:00,2.1,ppb,R
10039,BG1,SO2,2021-02-22 07:00:00,2.1,ppb,R
10040,BG1,SO2,2021-02-22 08:00:00,2.1,ppb,R
10041,BG1,SO2,2021-02-22 09:00:00,2.1,ppb,R
10042,BG1,SO2,2021-02-22 10:00:00,2.1,ppb,R
10043,BG1,SO2,2021-02-22 11:00:00,2.1,ppb,R
10044,BG1,SO2,2021-02-22 12:00:00,1.2,ppb,R
10045,BG1,SO2,2021-02-22 13:00:00,0.9,ppb,R
10046,BG1,SO2,2021-02-22 14:00:00,0.9,ppb,R
10047,BG1,SO2,2021-02-22 15:00:00,0.9,ppb,R
10048,BG1,SO2,2021-02-22 16:00:00,0.9,ppb,R
10049,BG1,SO2,2021-02-22 17:00:00,0.9,ppb,R
10050,BG1,SO2,2021-02-22 18:00:00,0.9,ppb,R
10051,BG1,SO2,2021-02-22 19:00:00,0.9,ppb,R
10052,BG1,SO2,2021-02-22 20:00:00,0.9,ppb,R
10053,BG1,SO2,2021-02-22 21:00:00,0.9,ppb,R
10054,BG1,SO2,2021-02-22 22:00:00,0.9,ppb,R
10055,BG1,SO2,2021-02-22 23:00:00,0.9,ppb,R
10056,BG1,SO2,2021-02-23 00:00:00,,ppb,R
10057,BG1,SO2,2021-02-23 01:00:00,0.9,ppb,R
10058,BG1,SO2,2021-02-23 02:00:00,0.9,ppb,R
10059,BG1,SO2,2021-02-23 03:00:00,0.9,ppb,R
10060,BG1,SO2,2021-02-23 04:00:00,0.9,ppb,R
10061,BG1,SO2,2021-02-23 05:00:00,0.9,ppb,R
10062,BG1,SO2,2021-02-23 06:00:00,0.9,ppb,R
10063,BG1,SO2,2021-02-23 07:00:00,0.9,ppb,R
10064,BG1,SO2,2021-02-23 08:00:00,0.9,ppb,R
10065,BG1,SO2,2021-02-23 09:00:00,0.9,ppb,R
10066,BG1,SO2,2021-02-23 10:00:00,0.9,ppb,R
10067,BG1,SO2,2021-02-23 11:00:00,0.9,ppb,R
10068,BG1,SO2,2021-02-23 12:00:00,0.9,ppb,R
10069,BG1,SO2,2021-02-23 13:00:00,0.9,ppb,R
10070,BG1,SO2,2021-02-23 14:00:00,0.9,ppb,R
10071,BG1,SO2,2021-02-23 15:00:00,0.9,ppb,R
10072,BG1,SO2,2021-02-23 16:00:00,0.9,ppb,R
10073,BG1,SO2,2021-02-23 17:00:00,0.9,ppb,R
10074,BG1,SO2,2021-02-23 18:00:00,0.9,ppb,R
10075,BG1,SO2,2021-02-23 19:00:00,0.9,ppb,R
10076,BG1,SO2,2021-02-23 20:00:00,0.9,ppb,R
10077,BG1,SO2,2021-02-23 21:00:00,0.9,ppb,R
10078,BG1,SO2,2021-02-23 22:00:00,0.9,ppb,R
10079,BG1,SO2,2021-02-23 23:00:00,0.9,ppb,R
10080,BG1,SO2,2021-02-24 00:00:00,,ppb,R
10081,BG1,SO2,2021-02-24 01:00:00,0.9,ppb,R
10082,BG1,SO2,2021-02-24 02:00:00,0.9,ppb,R
10083,BG1,SO2,2021-02-24 03:00:00,0.9,ppb,R
10084,BG1,SO2,2021-02-24 04:00:00,0.9,ppb,R
10085,BG1,SO2,2021-02-24 05:00:00,0.9,ppb,R
10086,BG1,SO2,2021-02-24 06:00:00,0.9,ppb,R
10087,BG1,SO2,2021-02-24 07:00:00,0.9,ppb,R
10088,BG1,SO2,2021-02-24 08:00:00,0.9,ppb,R
10089,BG1,SO2,2021-02-24 09:00:00,0.9,ppb,R
10090,BG1,SO2,2021-02-24 10:00:00,0.9,ppb,R
10091,BG1,SO2,2021-02-24 11:00:00,0.9,ppb,R
10092,BG1,SO2,2021-02-24 12:00:00,0.9,ppb,R
10093,BG1,SO2,2021-02-24 13:00:00,0.9,ppb,R
10094,BG1,SO2,2021-02-24 14:00:00,0.9,ppb,R
10095,BG1,SO2,2021-02-24 15:00:00,0.9,ppb,R
10096,BG1,SO2,2021-02-24 16:00:00,0.9,ppb,R
10097,BG1,SO2,2021-02-24 17:00:00,1.1,ppb,R
10098,BG1,SO2,2021-02-24 18:00:00,0.8,ppb,R
10099,BG1,SO2,2021-02-24 19:00:00,0.8,ppb,R
10100,BG1,SO2,2021-02-24 20:00:00,0.8,ppb,R
10101,BG1,SO2,2021-02-24 21:00:00,0.8,ppb,R
10102,BG1,SO2,2021-02-24 22:00:00,1.1,ppb,R
10103,BG1,SO2,2021-02-24 23:00:00,0.8,ppb,R
10104,BG1,SO2,2021-02-25 00:00:00,,ppb,R
10105,BG1,SO2,2021-02-25 01:00:00,0.8,ppb,R
10106,BG1,SO2,2021-02-25 02:00:00,0.8,ppb,R
10107,BG1,SO2,2021-02-25 03:00:00,0.8,ppb,R
10108,BG1,SO2,2021-02-25 04:00:00,0.8,ppb,R
10109,BG1,SO2,2021-02-25 05:00:00,0.8,ppb,R
10110,BG1,SO2,2021-02-25 06:00:00,0.8,ppb,R
10111,BG1,SO2,2021-02-25 07:00:00,0.8,ppb,R
10112,BG1,SO2,2021-02-25 08:00:00,0.8,ppb,R
10113,BG1,SO2,2021-02-25 09:00:00,0.8,ppb,R
10114,BG1,SO2,2021-02-25 10:00:00,0.8,ppb,R
10115,BG1,SO2,2021-02-25 11:00:00,0.8,ppb,R
10116,BG1,SO2,2021-02-25 12:00:00,0.8,ppb,R
10117,BG1,SO2,2021-02-25 13:00:00,0.8,ppb,R
10118,BG1,SO2,2021-02-25 14:00:00,0.8,ppb,R
10119,BG1,SO2,2021-02-25 15:00:00,0.8,ppb,R
10120,BG1,SO2,2021-02-25 16:00:00,0.8,ppb,R
10121,BG1,SO2,2021-02-25 17:00:00,0.8,ppb,R
10122,BG1,SO2,2021-02-25 18:00:00,0.8,ppb,R
10123,BG1,SO2,2021-02-25 19:00:00,0.8,ppb,R
10124,BG1,SO2,2021-02-25 20:00:00,0.8,ppb,R
10125,BG1,SO2,2021-02-25 21:00:00,0.8,ppb,R
10126,BG1,SO2,2021-02-25 22:00:00,0.8,ppb,R
10127,BG1,SO2,2021-02-25 23:00:00,0.8,ppb,R
10128,BG1,SO2,2021-02-26 00:00:00,,ppb,R
10129,BG1,SO2,2021-02-26 01:00:00,0.5,ppb,R
10130,BG1,SO2,2021-02-26 02:00:00,0.5,ppb,R
10131,BG1,SO2,2021-02-26 03:00:00,0.2,ppb,R
10132,BG1,SO2,2021-02-26 04:00:00,0.8,ppb,R
10133,BG1,SO2,2021-02-26 05:00:00,0.5,ppb,R
10134,BG1,SO2,2021-02-26 06:00:00,0.8,ppb,R
10135,BG1,SO2,2021-02-26 07:00:00,1.1,ppb,R
10136,BG1,SO2,2021-02-26 08:00:00,0.8,ppb,R
10137,BG1,SO2,2021-02-26 09:00:00,0.8,ppb,R
10138,BG1,SO2,2021-02-26 10:00:00,0.5,ppb,R
10139,BG1,SO2,2021-02-26 11:00:00,-0.3,ppb,R
10140,BG1,SO2,2021-02-26 12:00:00,-0.1,ppb,R
10141,BG1,SO2,2021-02-26 13:00:00,-0.3,ppb,R
10142,BG1,SO2,2021-02-26 14:00:00,-0.1,ppb,R
10143,BG1,SO2,2021-02-26 15:00:00,-0.3,ppb,R
10144,BG1,SO2,2021-02-26 16:00:00,-0.3,ppb,R
10145,BG1,SO2,2021-02-26 17:00:00,-0.3,ppb,R
10146,BG1,SO2,2021-02-26 18:00:00,-0.1,ppb,R
10147,BG1,SO2,2021-02-26 19:00:00,0.8,ppb,R
10148,BG1,SO2,2021-02-26 20:00:00,1.6,ppb,R
10149,BG1,SO2,2021-02-26 21:00:00,2.4,ppb,R
10150,BG1,SO2,2021-02-26 22:00:00,2.4,ppb,R
10151,BG1,SO2,2021-02-26 23:00:00,3.0,ppb,R
10152,BG1,SO2,2021-02-27 00:00:00,,ppb,R
10153,BG1,SO2,2021-02-27 01:00:00,1.9,ppb,R
10154,BG1,SO2,2021-02-27 02:00:00,1.6,ppb,R
10155,BG1,SO2,2021-02-27 03:00:00,0.7,ppb,R
10156,BG1,SO2,2021-02-27 04:00:00,0.7,ppb,R
10157,BG1,SO2,2021-02-27 05:00:00,0.7,ppb,R
10158,BG1,SO2,2021-02-27 06:00:00,1.0,ppb,R
10159,BG1,SO2,2021-02-27 07:00:00,1.6,ppb,R
10160,BG1,SO2,2021-02-27 08:00:00,1.3,ppb,R
10161,BG1,SO2,2021-02-27 09:00:00,0.7,ppb,R
10162,BG1,SO2,2021-02-27 10:00:00,0.2,ppb,R
10163,BG1,SO2,2021-02-27 11:00:00,-0.4,ppb,R
10164,BG1,SO2,2021-02-27 12:00:00,-0.4,ppb,R
10165,BG1,SO2,2021-02-27 13:00:00,-0.4,ppb,R
10166,BG1,SO2,2021-02-27 14:00:00,-0.4,ppb,R
10167,BG1,SO2,2021-02-27 15:00:00,-0.4,ppb,R
10168,BG1,SO2,2021-02-27 16:00:00,-0.4,ppb,R
10169,BG1,SO2,2021-02-27 17:00:00,-0.4,ppb,R
10170,BG1,SO2,2021-02-27 18:00:00,-0.4,ppb,R
10171,BG1,SO2,2021-02-27 19:00:00,0.4,ppb,R
10172,BG1,SO2,2021-02-27 20:00:00,0.4,ppb,R
10173,BG1,SO2,2021-02-27 21:00:00,0.4,ppb,R
10174,BG1,SO2,2021-02-27 22:00:00,-0.4,ppb,R
10175,BG1,SO2,2021-02-27 23:00:00,-0.4,ppb,R
10176,BG1,SO2,2021-02-28 00:00:00,,ppb,R
10177,BG1,SO2,2021-02-28 01:00:00,-0.4,ppb,R
10178,BG1,SO2,2021-02-28 02:00:00,-0.4,ppb,R
10179,BG1,SO2,2021-02-28 03:00:00,-0.1,ppb,R
10180,BG1,SO2,2021-02-28 04:00:00,-0.4,ppb,R
10181,BG1,SO2,2021-02-28 05:00:00,-0.4,ppb,R
10182,BG1,SO2,2021-02-28 06:00:00,0.2,ppb,R
10183,BG1,SO2,2021-02-28 07:00:00,-0.4,ppb,R
10184,BG1,SO2,2021-02-28 08:00:00,-0.4,ppb,R
10185,BG1,SO2,2021-02-28 09:00:00,-0.1,ppb,R
10186,BG1,SO2,2021-02-28 10:00:00,-0.4,ppb,R
10187,BG1,SO2,2021-02-28 11:00:00,-0.4,ppb,R
10188,BG1,SO2,2021-02-28 12:00:00,-0.1,ppb,R
10189,BG1,SO2,2021-02-28 13:00:00,-0.1,ppb,R
10190,BG1,SO2,2021-02-28 14:00:00,0.4,ppb,R
10191,BG1,SO2,2021-02-28 15:00:00,-0.1,ppb,R
10192,BG1,SO2,2021-02-28 16:00:00,0.4,ppb,R
10193,BG1,SO2,2021-02-28 17:00:00,0.7,ppb,R
10194,BG1,SO2,2021-02-28 18:00:00,0.4,ppb,R
10195,BG1,SO2,2021-02-28 19:00:00,0.7,ppb,R
10196,BG1,SO2,2021-02-28 20:00:00,0.7,ppb,R
10197,BG1,SO2,2021-02-28 21:00:00,0.4,ppb,R
10198,BG1,SO2,2021-02-28 22:00:00,0.1,ppb,R
10199,BG1,SO2,2021-02-28 23:00:00,0.7,ppb,R
10200,BG1,SO2,2021-01-03 00:00:00,,ppb,R
10201,BG1,SO2,2021-01-03 01:00:00,0.4,ppb,R
10202,BG1,SO2,2021-01-03 02:00:00,0.7,ppb,R
